date,polar
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,none
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,none
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,none
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,none
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,none
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,none
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,none
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,none
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,none
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,neg
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,none
2018-07-20,pos
2018-07-20,pos
2018-07-20,pos
2018-07-20,neg
2018-07-20,pos
2018-07-19,neg
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,none
2018-07-19,neg
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,none
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,none
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,none
2018-07-19,neg
2018-07-19,neg
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,none
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,none
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,none
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,none
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,pos
2018-07-19,none
2018-07-19,pos
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,neg
2018-07-19,pos
2018-07-19,neg
2018-07-19,neg
2018-07-19,pos
2018-07-19,none
2018-07-19,neg
2018-07-19,pos
2018-07-19,neg
2018-07-19,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,none
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,neg
2018-07-18,none
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,none
2018-07-18,pos
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,none
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,pos
2018-07-18,none
2018-07-18,neg
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,none
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,neg
2018-07-18,neg
2018-07-18,pos
2018-07-18,none
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,none
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,none
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,pos
2018-07-18,none
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-18,neg
2018-07-18,neg
2018-07-18,none
2018-07-18,pos
2018-07-18,pos
2018-07-18,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,neg
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,neg
2018-07-17,none
2018-07-17,neg
2018-07-17,pos
2018-07-17,neg
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,neg
2018-07-17,none
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,none
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,pos
2018-07-17,none
2018-07-17,pos
2018-07-17,pos
2018-07-17,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,none
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,neg
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,none
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,none
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,none
2018-07-16,pos
2018-07-16,neg
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,none
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,none
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,none
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,none
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,none
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,neg
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,neg
2018-07-16,none
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-16,pos
2018-07-15,pos
2018-07-15,neg
2018-07-15,neg
2018-07-15,pos
2018-07-15,neg
2018-07-15,none
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,neg
2018-07-15,neg
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,none
2018-07-15,neg
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,neg
2018-07-15,neg
2018-07-15,neg
2018-07-15,pos
2018-07-15,pos
2018-07-15,none
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,none
2018-07-15,pos
2018-07-15,neg
2018-07-15,pos
2018-07-15,neg
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,neg
2018-07-15,neg
2018-07-15,none
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,pos
2018-07-15,neg
2018-07-15,pos
2018-07-15,pos
2018-07-15,neg
2018-07-15,neg
2018-07-15,none
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,neg
2018-07-14,pos
2018-07-14,neg
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,neg
2018-07-14,neg
2018-07-14,neg
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,neg
2018-07-14,neg
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,none
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,pos
2018-07-14,pos
2018-07-14,neg
2018-07-14,none
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,none
2018-07-13,pos
2018-07-13,neg
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,none
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,neg
2018-07-13,none
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,none
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,none
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,none
2018-07-13,neg
2018-07-13,pos
2018-07-13,neg
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,none
2018-07-13,neg
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,none
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,none
2018-07-13,pos
2018-07-13,neg
2018-07-13,neg
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-13,none
2018-07-13,pos
2018-07-13,pos
2018-07-13,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,neg
2018-07-12,none
2018-07-12,neg
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,none
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,none
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,none
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,none
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,none
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,none
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,none
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,none
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,none
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,none
2018-07-12,pos
2018-07-12,pos
2018-07-12,neg
2018-07-12,neg
2018-07-12,neg
2018-07-12,pos
2018-07-12,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,neg
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,neg
2018-07-11,neg
2018-07-11,pos
2018-07-11,none
2018-07-11,neg
2018-07-11,neg
2018-07-11,neg
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,neg
2018-07-11,neg
2018-07-11,neg
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,none
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,none
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-11,pos
2018-07-11,pos
2018-07-11,neg
2018-07-10,none
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,neg
2018-07-10,none
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,neg
2018-07-10,pos
2018-07-10,none
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,pos
2018-07-10,neg
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,neg
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,neg
2018-07-10,pos
2018-07-10,pos
2018-07-10,none
2018-07-10,neg
2018-07-10,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,pos
2018-07-09,neg
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,none
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,neg
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,neg
2018-07-09,none
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,pos
2018-07-09,none
2018-07-08,pos
2018-07-08,pos
2018-07-08,neg
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,neg
2018-07-08,none
2018-07-08,neg
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,none
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,none
2018-07-08,neg
2018-07-08,pos
2018-07-08,neg
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,none
2018-07-08,pos
2018-07-08,neg
2018-07-08,pos
2018-07-08,neg
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,none
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-08,pos
2018-07-07,none
2018-07-07,pos
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,neg
2018-07-07,none
2018-07-07,pos
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,none
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,neg
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-07,none
2018-07-07,pos
2018-07-07,neg
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,neg
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,none
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,neg
2018-07-07,neg
2018-07-07,pos
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,none
2018-07-07,neg
2018-07-07,pos
2018-07-07,neg
2018-07-07,pos
2018-07-07,pos
2018-07-07,neg
2018-07-07,pos
2018-07-07,neg
2018-07-07,pos
2018-07-07,none
2018-07-07,pos
2018-07-07,pos
2018-07-07,pos
2018-07-06,neg
2018-07-06,pos
2018-07-06,pos
2018-07-06,pos
2018-07-06,pos
2018-07-06,neg
2018-07-06,none
2018-07-06,pos
2018-07-06,pos
2018-07-06,pos
2018-07-06,neg
2018-07-06,pos
2018-07-06,pos
2018-07-06,pos
2018-07-06,neg
2018-07-06,pos
2018-07-06,none
2018-07-06,neg
2018-07-06,neg
2018-07-06,neg
2018-07-06,pos
2018-07-06,pos
2018-07-06,neg
2018-07-06,neg
2018-07-06,pos
2018-07-06,pos
2018-07-06,none
2018-07-06,pos
2018-07-06,neg
2018-07-06,pos
2018-07-06,pos
2018-07-06,neg
2018-07-06,neg
2018-07-06,neg
2018-07-06,pos
2018-07-06,pos
2018-07-06,none
2018-07-06,pos
2018-07-06,neg
2018-07-06,pos
2018-07-06,pos
2018-07-06,neg
2018-07-06,pos
2018-07-06,neg
2018-07-06,pos
